target,const,baseline_passes,highcov_passes,delta_passes,baseline_peak_el,highcov_peak_el,delta_peak_el,baseline_samples,highcov_samples,delta_samples,new_in_highcov
STARLINK-32170,STARLINK,0,6,6,0.0,42.89,42.89,0,6,6,1
STARLINK-5900,STARLINK,0,6,6,0.0,42.81,42.81,0,6,6,1
STARLINK-32270,STARLINK,0,6,6,0.0,42.8,42.8,0,6,6,1
STARLINK-34233,STARLINK,0,6,6,0.0,42.78,42.78,0,6,6,1
STARLINK-34932,STARLINK,0,6,6,0.0,42.34,42.34,0,6,6,1
STARLINK-35531,STARLINK,0,6,6,0.0,42.24,42.24,0,6,6,1
STARLINK-6131,STARLINK,0,6,6,0.0,42.18,42.18,0,6,6,1
STARLINK-5857,STARLINK,0,6,6,0.0,41.95,41.95,0,6,6,1
STARLINK-35615,STARLINK,0,6,6,0.0,41.8,41.8,0,6,6,1
STARLINK-30405,STARLINK,0,6,6,0.0,41.6,41.6,0,6,6,1
STARLINK-32402,STARLINK,0,6,6,0.0,41.41,41.41,0,6,6,1
STARLINK-3056,STARLINK,0,6,6,0.0,41.4,41.4,0,6,6,1
STARLINK-35856,STARLINK,0,6,6,0.0,41.39,41.39,0,6,6,1
STARLINK-30438,STARLINK,0,6,6,0.0,41.3,41.3,0,6,6,1
STARLINK-35181,STARLINK,0,6,6,0.0,41.24,41.24,0,6,6,1
STARLINK-5529,STARLINK,0,6,6,0.0,41.18,41.18,0,6,6,1
STARLINK-35420,STARLINK,0,6,6,0.0,40.89,40.89,0,6,6,1
STARLINK-35224,STARLINK,0,6,6,0.0,40.66,40.66,0,6,6,1
STARLINK-5925,STARLINK,0,6,6,0.0,40.58,40.58,0,6,6,1
STARLINK-34773,STARLINK,0,6,6,0.0,40.34,40.34,0,6,6,1
STARLINK-4375,STARLINK,0,6,6,0.0,40.27,40.27,0,6,6,1
STARLINK-2039,STARLINK,0,6,6,0.0,40.02,40.02,0,6,6,1
STARLINK-4363,STARLINK,0,6,6,0.0,39.94,39.94,0,6,6,1
STARLINK-35312,STARLINK,0,6,6,0.0,39.81,39.81,0,6,6,1
STARLINK-30542,STARLINK,0,6,6,0.0,39.62,39.62,0,6,6,1
STARLINK-35032,STARLINK,0,6,6,0.0,39.61,39.61,0,6,6,1
STARLINK-35356,STARLINK,0,6,6,0.0,39.61,39.61,0,6,6,1
STARLINK-31696,STARLINK,0,6,6,0.0,39.48,39.48,0,6,6,1
STARLINK-34920,STARLINK,0,6,6,0.0,39.42,39.42,0,6,6,1
STARLINK-1335,STARLINK,0,6,6,0.0,39.38,39.38,0,6,6,1
STARLINK-2536,STARLINK,0,6,6,0.0,39.15,39.15,0,6,6,1
STARLINK-2741,STARLINK,0,6,6,0.0,39.11,39.11,0,6,6,1
STARLINK-35021,STARLINK,0,6,6,0.0,38.94,38.94,0,6,6,1
STARLINK-34459,STARLINK,0,6,6,0.0,38.84,38.84,0,6,6,1
STARLINK-32363,STARLINK,0,6,6,0.0,38.76,38.76,0,6,6,1
STARLINK-2367,STARLINK,0,6,6,0.0,38.56,38.56,0,6,6,1
STARLINK-35486,STARLINK,0,6,6,0.0,38.23,38.23,0,6,6,1
STARLINK-31372,STARLINK,0,6,6,0.0,38.13,38.13,0,6,6,1
STARLINK-35237,STARLINK,0,6,6,0.0,38.08,38.08,0,6,6,1
STARLINK-34063,STARLINK,0,6,6,0.0,38.07,38.07,0,6,6,1
STARLINK-32189,STARLINK,0,6,6,0.0,37.98,37.98,0,6,6,1
STARLINK-34213,STARLINK,0,6,6,0.0,37.88,37.88,0,6,6,1
STARLINK-1372,STARLINK,0,6,6,0.0,37.83,37.83,0,6,6,1
STARLINK-34194,STARLINK,0,6,6,0.0,37.65,37.65,0,6,6,1
STARLINK-32277,STARLINK,0,6,6,0.0,37.57,37.57,0,6,6,1
STARLINK-34761,STARLINK,0,6,6,0.0,37.56,37.56,0,6,6,1
STARLINK-34544,STARLINK,0,6,6,0.0,37.41,37.41,0,6,6,1
STARLINK-11595 [DTC],STARLINK,0,6,6,0.0,37.33,37.33,0,6,6,1
STARLINK-32169,STARLINK,0,6,6,0.0,37.33,37.33,0,6,6,1
STARLINK-4458,STARLINK,0,6,6,0.0,37.1,37.1,0,6,6,1
STARLINK-2549,STARLINK,0,6,6,0.0,36.98,36.98,0,6,6,1
STARLINK-2234,STARLINK,0,6,6,0.0,36.97,36.97,0,6,6,1
STARLINK-35590,STARLINK,0,6,6,0.0,36.78,36.78,0,6,6,1
STARLINK-35465,STARLINK,0,6,6,0.0,36.55,36.55,0,6,6,1
STARLINK-34778,STARLINK,0,6,6,0.0,36.53,36.53,0,6,6,1
STARLINK-31981,STARLINK,0,6,6,0.0,36.41,36.41,0,6,6,1
STARLINK-35115,STARLINK,0,6,6,0.0,35.98,35.98,0,6,6,1
STARLINK-11482 [DTC],STARLINK,0,6,6,0.0,35.94,35.94,0,6,6,1
STARLINK-35495,STARLINK,0,6,6,0.0,35.94,35.94,0,6,6,1
STARLINK-35268,STARLINK,0,6,6,0.0,35.85,35.85,0,6,6,1
STARLINK-1595,STARLINK,0,6,6,0.0,35.18,35.18,0,6,6,1
STARLINK-11709 [DTC],STARLINK,0,6,6,0.0,35.11,35.11,0,6,6,1
STARLINK-32194,STARLINK,0,6,6,0.0,35.11,35.11,0,6,6,1
STARLINK-35481,STARLINK,0,6,6,0.0,34.99,34.99,0,6,6,1
STARLINK-11585 [DTC],STARLINK,0,6,6,0.0,34.66,34.66,0,6,6,1
STARLINK-35545,STARLINK,0,6,6,0.0,34.63,34.63,0,6,6,1
STARLINK-35102,STARLINK,0,6,6,0.0,34.59,34.59,0,6,6,1
STARLINK-32308,STARLINK,0,6,6,0.0,34.51,34.51,0,6,6,1
STARLINK-35166,STARLINK,0,6,6,0.0,34.39,34.39,0,6,6,1
STARLINK-35084,STARLINK,0,6,6,0.0,34.24,34.24,0,6,6,1
STARLINK-32267,STARLINK,0,6,6,0.0,34.01,34.01,0,6,6,1
STARLINK-1892,STARLINK,0,6,6,0.0,33.88,33.88,0,6,6,1
STARLINK-5526,STARLINK,0,6,6,0.0,33.86,33.86,0,6,6,1
STARLINK-4571,STARLINK,0,6,6,0.0,33.38,33.38,0,6,6,1
STARLINK-3106,STARLINK,0,6,6,0.0,33.35,33.35,0,6,6,1
STARLINK-34410,STARLINK,0,6,6,0.0,33.35,33.35,0,6,6,1
STARLINK-30290,STARLINK,0,6,6,0.0,33.25,33.25,0,6,6,1
STARLINK-33989,STARLINK,0,6,6,0.0,32.83,32.83,0,6,6,1
STARLINK-32440,STARLINK,0,6,6,0.0,32.65,32.65,0,6,6,1
STARLINK-35048,STARLINK,0,6,6,0.0,32.57,32.57,0,6,6,1
STARLINK-4545,STARLINK,0,6,6,0.0,32.5,32.5,0,6,6,1
STARLINK-32375,STARLINK,0,6,6,0.0,32.34,32.34,0,6,6,1
STARLINK-34131,STARLINK,0,6,6,0.0,32.34,32.34,0,6,6,1
STARLINK-32182,STARLINK,0,6,6,0.0,32.18,32.18,0,6,6,1
STARLINK-35563,STARLINK,0,6,6,0.0,32.04,32.04,0,6,6,1
STARLINK-34725,STARLINK,0,6,6,0.0,32.01,32.01,0,6,6,1
STARLINK-36191,STARLINK,0,6,6,0.0,31.98,31.98,0,6,6,1
STARLINK-31264,STARLINK,0,6,6,0.0,31.78,31.78,0,6,6,1
STARLINK-35273,STARLINK,0,6,6,0.0,31.76,31.76,0,6,6,1
STARLINK-35464,STARLINK,0,6,6,0.0,31.69,31.69,0,6,6,1
STARLINK-35231,STARLINK,0,6,6,0.0,31.63,31.63,0,6,6,1
STARLINK-35240,STARLINK,0,6,6,0.0,31.36,31.36,0,6,6,1
STARLINK-11663 [DTC],STARLINK,0,6,6,0.0,31.27,31.27,0,6,6,1
STARLINK-3363,STARLINK,0,6,6,0.0,31.22,31.22,0,6,6,1
STARLINK-34732,STARLINK,0,6,6,0.0,31.17,31.17,0,6,6,1
STARLINK-11739 [DTC],STARLINK,0,6,6,0.0,31.13,31.13,0,6,6,1
STARLINK-35148,STARLINK,0,6,6,0.0,31.0,31.0,0,6,6,1
STARLINK-33926,STARLINK,0,6,6,0.0,30.86,30.86,0,6,6,1
STARLINK-11744 [DTC],STARLINK,0,6,6,0.0,30.7,30.7,0,6,6,1
STARLINK-2558,STARLINK,0,6,6,0.0,30.6,30.6,0,6,6,1
STARLINK-32192,STARLINK,0,6,6,0.0,30.59,30.59,0,6,6,1
STARLINK-6042,STARLINK,0,6,6,0.0,30.37,30.37,0,6,6,1
STARLINK-34453,STARLINK,0,6,6,0.0,30.0,30.0,0,6,6,1
STARLINK-30435,STARLINK,0,6,6,0.0,29.84,29.84,0,6,6,1
STARLINK-11524 [DTC],STARLINK,0,6,6,0.0,29.48,29.48,0,6,6,1
STARLINK-35410,STARLINK,0,6,6,0.0,29.47,29.47,0,6,6,1
STARLINK-6054,STARLINK,0,6,6,0.0,29.46,29.46,0,6,6,1
STARLINK-30915,STARLINK,0,6,6,0.0,29.31,29.31,0,6,6,1
STARLINK-32429,STARLINK,0,6,6,0.0,29.17,29.17,0,6,6,1
STARLINK-31460,STARLINK,0,6,6,0.0,29.14,29.14,0,6,6,1
STARLINK-11593 [DTC],STARLINK,0,6,6,0.0,29.08,29.08,0,6,6,1
STARLINK-2713,STARLINK,0,6,6,0.0,29.03,29.03,0,6,6,1
STARLINK-34951,STARLINK,0,6,6,0.0,29.0,29.0,0,6,6,1
STARLINK-35527,STARLINK,0,6,6,0.0,28.94,28.94,0,6,6,1
STARLINK-34210,STARLINK,0,6,6,0.0,28.4,28.4,0,6,6,1
STARLINK-35517,STARLINK,0,6,6,0.0,28.27,28.27,0,6,6,1
STARLINK-11706 [DTC],STARLINK,0,6,6,0.0,28.15,28.15,0,6,6,1
STARLINK-34876,STARLINK,0,6,6,0.0,28.15,28.15,0,6,6,1
STARLINK-11677 [DTC],STARLINK,0,6,6,0.0,28.05,28.05,0,6,6,1
STARLINK-11512 [DTC],STARLINK,0,6,6,0.0,27.55,27.55,0,6,6,1
STARLINK-11730 [DTC],STARLINK,0,6,6,0.0,27.55,27.55,0,6,6,1
STARLINK-36175,STARLINK,0,6,6,0.0,27.46,27.46,0,6,6,1
STARLINK-34341,STARLINK,0,6,6,0.0,26.88,26.88,0,6,6,1
STARLINK-34948,STARLINK,0,6,6,0.0,26.46,26.46,0,6,6,1
STARLINK-32185,STARLINK,0,6,6,0.0,26.36,26.36,0,6,6,1
STARLINK-35030,STARLINK,0,6,6,0.0,26.25,26.25,0,6,6,1
STARLINK-35073,STARLINK,0,6,6,0.0,25.84,25.84,0,6,6,1
STARLINK-32735,STARLINK,0,6,6,0.0,25.78,25.78,0,6,6,1
STARLINK-11661 [DTC],STARLINK,0,6,6,0.0,25.33,25.33,0,6,6,1
STARLINK-11742 [DTC],STARLINK,0,6,6,0.0,24.66,24.66,0,6,6,1
STARLINK-11666 [DTC],STARLINK,0,6,6,0.0,24.59,24.59,0,6,6,1
STARLINK-5832,STARLINK,0,6,6,0.0,24.42,24.42,0,6,6,1
STARLINK-32430,STARLINK,0,6,6,0.0,24.36,24.36,0,6,6,1
STARLINK-1373,STARLINK,0,6,6,0.0,24.27,24.27,0,6,6,1
STARLINK-32012,STARLINK,0,6,6,0.0,23.91,23.91,0,6,6,1
STARLINK-31994,STARLINK,0,6,6,0.0,23.67,23.67,0,6,6,1
STARLINK-5060,STARLINK,0,6,6,0.0,23.65,23.65,0,6,6,1
STARLINK-30552,STARLINK,0,6,6,0.0,23.2,23.2,0,6,6,1
STARLINK-4637,STARLINK,0,6,6,0.0,22.75,22.75,0,6,6,1
STARLINK-11701 [DTC],STARLINK,0,6,6,0.0,22.26,22.26,0,6,6,1
STARLINK-11699 [DTC],STARLINK,0,6,6,0.0,21.92,21.92,0,6,6,1
STARLINK-3784,STARLINK,0,6,6,0.0,21.9,21.9,0,6,6,1
STARLINK-11738 [DTC],STARLINK,0,6,6,0.0,21.8,21.8,0,6,6,1
STARLINK-11510 [DTC],STARLINK,0,6,6,0.0,21.74,21.74,0,6,6,1
STARLINK-11719 [DTC],STARLINK,0,6,6,0.0,21.73,21.73,0,6,6,1
STARLINK-30254,STARLINK,0,6,6,0.0,21.73,21.73,0,6,6,1
STARLINK-11373 [DTC],STARLINK,0,6,6,0.0,21.65,21.65,0,6,6,1
STARLINK-2083,STARLINK,0,6,6,0.0,21.64,21.64,0,6,6,1
STARLINK-35865,STARLINK,0,6,6,0.0,21.14,21.14,0,6,6,1
STARLINK-36647,STARLINK,0,6,6,0.0,20.95,20.95,0,6,6,1
STARLINK-11274 [DTC],STARLINK,0,6,6,0.0,20.78,20.78,0,6,6,1
STARLINK-11664 [DTC],STARLINK,0,6,6,0.0,20.76,20.76,0,6,6,1
STARLINK-11651 [DTC],STARLINK,0,6,6,0.0,20.27,20.27,0,6,6,1
STARLINK-36643,STARLINK,0,6,6,0.0,20.18,20.18,0,6,6,1
STARLINK-11731 [DTC],STARLINK,0,6,6,0.0,19.93,19.93,0,6,6,1
STARLINK-34610,STARLINK,0,6,6,0.0,19.51,19.51,0,6,6,1
STARLINK-11287 [DTC],STARLINK,0,6,6,0.0,19.37,19.37,0,6,6,1
STARLINK-11741 [DTC],STARLINK,0,6,6,0.0,19.18,19.18,0,6,6,1
STARLINK-11443 [DTC],STARLINK,0,6,6,0.0,18.66,18.66,0,6,6,1
STARLINK-11700 [DTC],STARLINK,0,6,6,0.0,18.5,18.5,0,6,6,1
STARLINK-11729 [DTC],STARLINK,0,6,6,0.0,18.05,18.05,0,6,6,1
STARLINK-11676 [DTC],STARLINK,0,6,6,0.0,18.03,18.03,0,6,6,1
STARLINK-36662,STARLINK,0,6,6,0.0,17.46,17.46,0,6,6,1
STARLINK-11743 [DTC],STARLINK,0,6,6,0.0,17.42,17.42,0,6,6,1
STARLINK-31286,STARLINK,0,6,6,0.0,17.39,17.39,0,6,6,1
STARLINK-11672 [DTC],STARLINK,0,6,6,0.0,17.22,17.22,0,6,6,1
STARLINK-11528 [DTC],STARLINK,0,6,6,0.0,17.16,17.16,0,6,6,1
STARLINK-1598,STARLINK,0,6,6,0.0,17.04,17.04,0,6,6,1
STARLINK-1922,STARLINK,0,6,6,0.0,16.97,16.97,0,6,6,1
STARLINK-11368 [DTC],STARLINK,0,6,6,0.0,16.77,16.77,0,6,6,1
STARLINK-1944,STARLINK,0,6,6,0.0,16.45,16.45,0,6,6,1
STARLINK-11361 [DTC],STARLINK,0,6,6,0.0,16.18,16.18,0,6,6,1
STARLINK-11485 [DTC],STARLINK,0,6,6,0.0,15.78,15.78,0,6,6,1
STARLINK-11079 [DTC],STARLINK,0,6,6,0.0,15.55,15.55,0,6,6,1
STARLINK-11270 [DTC],STARLINK,0,6,6,0.0,15.42,15.42,0,6,6,1
STARLINK-1835,STARLINK,0,6,6,0.0,15.39,15.39,0,6,6,1
STARLINK-11150 [DTC],STARLINK,0,6,6,0.0,14.53,14.53,0,6,6,1
STARLINK-1733,STARLINK,0,6,6,0.0,13.67,13.67,0,6,6,1
STARLINK-11290 [DTC],STARLINK,0,6,6,0.0,13.5,13.5,0,6,6,1
STARLINK-11475 [DTC],STARLINK,0,6,6,0.0,13.45,13.45,0,6,6,1
STARLINK-11072 [DTC],STARLINK,0,6,6,0.0,13.14,13.14,0,6,6,1
STARLINK-32301,STARLINK,0,5,5,0.0,88.47,88.47,0,5,5,1
STARLINK-32097,STARLINK,0,5,5,0.0,88.39,88.39,0,5,5,1
STARLINK-35124,STARLINK,0,5,5,0.0,88.31,88.31,0,5,5,1
STARLINK-34931,STARLINK,0,5,5,0.0,87.07,87.07,0,5,5,1
STARLINK-5518,STARLINK,0,5,5,0.0,86.16,86.16,0,5,5,1
STARLINK-34949,STARLINK,0,5,5,0.0,85.95,85.95,0,5,5,1
STARLINK-1536,STARLINK,0,5,5,0.0,85.01,85.01,0,5,5,1
STARLINK-5011,STARLINK,0,5,5,0.0,84.79,84.79,0,5,5,1
STARLINK-3706,STARLINK,0,5,5,0.0,84.25,84.25,0,5,5,1
STARLINK-31693,STARLINK,0,5,5,0.0,84.19,84.19,0,5,5,1
STARLINK-35302,STARLINK,0,5,5,0.0,83.47,83.47,0,5,5,1
STARLINK-35485,STARLINK,0,5,5,0.0,82.99,82.99,0,5,5,1
STARLINK-3359,STARLINK,0,5,5,0.0,82.94,82.94,0,5,5,1
STARLINK-34396,STARLINK,0,5,5,0.0,82.82,82.82,0,5,5,1
STARLINK-4374,STARLINK,0,5,5,0.0,82.52,82.52,0,5,5,1
STARLINK-2507,STARLINK,0,5,5,0.0,82.49,82.49,0,5,5,1
STARLINK-35614,STARLINK,0,5,5,0.0,82.46,82.46,0,5,5,1
STARLINK-3095,STARLINK,0,5,5,0.0,81.48,81.48,0,5,5,1
STARLINK-34512,STARLINK,0,5,5,0.0,81.43,81.43,0,5,5,1
STARLINK-30446,STARLINK,0,5,5,0.0,81.2,81.2,0,5,5,1
STARLINK-31710,STARLINK,0,5,5,0.0,81.05,81.05,0,5,5,1
STARLINK-3052,STARLINK,0,5,5,0.0,80.12,80.12,0,5,5,1
STARLINK-33735,STARLINK,0,5,5,0.0,80.09,80.09,0,5,5,1
STARLINK-4408,STARLINK,0,5,5,0.0,80.08,80.08,0,5,5,1
STARLINK-34985,STARLINK,0,5,5,0.0,80.03,80.03,0,5,5,1
STARLINK-34219,STARLINK,0,5,5,0.0,79.86,79.86,0,5,5,1
STARLINK-35196,STARLINK,0,5,5,0.0,79.82,79.82,0,5,5,1
STARLINK-34707,STARLINK,0,5,5,0.0,79.79,79.79,0,5,5,1
STARLINK-4019,STARLINK,0,5,5,0.0,79.7,79.7,0,5,5,1
STARLINK-3698,STARLINK,0,5,5,0.0,79.68,79.68,0,5,5,1
STARLINK-3772,STARLINK,0,5,5,0.0,78.98,78.98,0,5,5,1
STARLINK-4158,STARLINK,0,5,5,0.0,78.69,78.69,0,5,5,1
STARLINK-5248,STARLINK,0,5,5,0.0,78.65,78.65,0,5,5,1
STARLINK-4532,STARLINK,0,5,5,0.0,78.56,78.56,0,5,5,1
STARLINK-3786,STARLINK,0,5,5,0.0,78.52,78.52,0,5,5,1
STARLINK-30085,STARLINK,0,5,5,0.0,78.5,78.5,0,5,5,1
STARLINK-32670,STARLINK,0,5,5,0.0,78.19,78.19,0,5,5,1
STARLINK-31561,STARLINK,0,5,5,0.0,78.15,78.15,0,5,5,1
STARLINK-1362,STARLINK,0,5,5,0.0,78.02,78.02,0,5,5,1
STARLINK-34293,STARLINK,0,5,5,0.0,77.98,77.98,0,5,5,1
STARLINK-32716,STARLINK,0,5,5,0.0,77.8,77.8,0,5,5,1
STARLINK-3298,STARLINK,0,5,5,0.0,77.65,77.65,0,5,5,1
STARLINK-36163,STARLINK,0,5,5,0.0,77.62,77.62,0,5,5,1
STARLINK-35425,STARLINK,0,5,5,0.0,77.57,77.57,0,5,5,1
STARLINK-31116,STARLINK,0,5,5,0.0,77.51,77.51,0,5,5,1
STARLINK-34004,STARLINK,0,5,5,0.0,77.49,77.49,0,5,5,1
STARLINK-3375,STARLINK,0,5,5,0.0,77.3,77.3,0,5,5,1
STARLINK-33895,STARLINK,0,5,5,0.0,77.29,77.29,0,5,5,1
STARLINK-4558,STARLINK,0,5,5,0.0,77.27,77.27,0,5,5,1
STARLINK-4024,STARLINK,0,5,5,0.0,77.18,77.18,0,5,5,1
STARLINK-35151,STARLINK,0,5,5,0.0,77.02,77.02,0,5,5,1
STARLINK-32640,STARLINK,0,5,5,0.0,76.77,76.77,0,5,5,1
STARLINK-35611,STARLINK,0,5,5,0.0,76.6,76.6,0,5,5,1
STARLINK-34827,STARLINK,0,5,5,0.0,76.38,76.38,0,5,5,1
STARLINK-2537,STARLINK,0,5,5,0.0,76.36,76.36,0,5,5,1
STARLINK-2720,STARLINK,0,5,5,0.0,76.08,76.08,0,5,5,1
STARLINK-3895,STARLINK,0,5,5,0.0,76.07,76.07,0,5,5,1
STARLINK-2501,STARLINK,0,5,5,0.0,75.97,75.97,0,5,5,1
STARLINK-30066,STARLINK,0,5,5,0.0,75.75,75.75,0,5,5,1
STARLINK-31436,STARLINK,0,5,5,0.0,75.66,75.66,0,5,5,1
STARLINK-31019,STARLINK,0,5,5,0.0,75.63,75.63,0,5,5,1
STARLINK-32852,STARLINK,0,5,5,0.0,75.55,75.55,0,5,5,1
STARLINK-35450,STARLINK,0,5,5,0.0,75.34,75.34,0,5,5,1
STARLINK-36120,STARLINK,0,5,5,0.0,75.32,75.32,0,5,5,1
STARLINK-34956,STARLINK,0,5,5,0.0,75.27,75.27,0,5,5,1
STARLINK-2743,STARLINK,0,5,5,0.0,75.01,75.01,0,5,5,1
STARLINK-35405,STARLINK,0,5,5,0.0,74.97,74.97,0,5,5,1
STARLINK-34993,STARLINK,0,5,5,0.0,74.9,74.9,0,5,5,1
STARLINK-4462,STARLINK,0,5,5,0.0,74.75,74.75,0,5,5,1
STARLINK-4183,STARLINK,0,5,5,0.0,74.63,74.63,0,5,5,1
STARLINK-31324,STARLINK,0,5,5,0.0,74.34,74.34,0,5,5,1
STARLINK-35559,STARLINK,0,5,5,0.0,74.19,74.19,0,5,5,1
STARLINK-32727,STARLINK,0,5,5,0.0,74.14,74.14,0,5,5,1
STARLINK-32854,STARLINK,0,5,5,0.0,74.07,74.07,0,5,5,1
STARLINK-31691,STARLINK,0,5,5,0.0,73.99,73.99,0,5,5,1
STARLINK-35586,STARLINK,0,5,5,0.0,73.97,73.97,0,5,5,1
STARLINK-4137,STARLINK,0,5,5,0.0,73.83,73.83,0,5,5,1
STARLINK-35514,STARLINK,0,5,5,0.0,73.75,73.75,0,5,5,1
STARLINK-35537,STARLINK,0,5,5,0.0,73.73,73.73,0,5,5,1
STARLINK-35107,STARLINK,0,5,5,0.0,73.44,73.44,0,5,5,1
STARLINK-2061,STARLINK,0,5,5,0.0,73.34,73.34,0,5,5,1
STARLINK-32459,STARLINK,0,5,5,0.0,73.3,73.3,0,5,5,1
STARLINK-35079,STARLINK,0,5,5,0.0,73.26,73.26,0,5,5,1
STARLINK-34422,STARLINK,0,5,5,0.0,73.16,73.16,0,5,5,1
STARLINK-35308,STARLINK,0,5,5,0.0,72.95,72.95,0,5,5,1
STARLINK-4001,STARLINK,0,5,5,0.0,72.9,72.9,0,5,5,1
STARLINK-34465,STARLINK,0,5,5,0.0,72.86,72.86,0,5,5,1
STARLINK-3761,STARLINK,0,5,5,0.0,72.75,72.75,0,5,5,1
STARLINK-2405,STARLINK,0,5,5,0.0,72.68,72.68,0,5,5,1
STARLINK-35933,STARLINK,0,5,5,0.0,72.15,72.15,0,5,5,1
STARLINK-4656,STARLINK,0,5,5,0.0,71.98,71.98,0,5,5,1
STARLINK-4783,STARLINK,0,5,5,0.0,71.72,71.72,0,5,5,1
STARLINK-3749,STARLINK,0,5,5,0.0,71.39,71.39,0,5,5,1
STARLINK-4478,STARLINK,0,5,5,0.0,71.36,71.36,0,5,5,1
STARLINK-35589,STARLINK,0,5,5,0.0,71.32,71.32,0,5,5,1
STARLINK-32591,STARLINK,0,5,5,0.0,70.98,70.98,0,5,5,1
STARLINK-30291,STARLINK,0,5,5,0.0,70.89,70.89,0,5,5,1
STARLINK-35962,STARLINK,0,5,5,0.0,70.82,70.82,0,5,5,1
STARLINK-6237,STARLINK,0,5,5,0.0,70.79,70.79,0,5,5,1
STARLINK-31658,STARLINK,0,5,5,0.0,70.77,70.77,0,5,5,1
STARLINK-30130,STARLINK,0,5,5,0.0,70.7,70.7,0,5,5,1
STARLINK-3045,STARLINK,0,5,5,0.0,70.69,70.69,0,5,5,1
STARLINK-34600,STARLINK,0,5,5,0.0,70.68,70.68,0,5,5,1
STARLINK-31883,STARLINK,0,5,5,0.0,70.65,70.65,0,5,5,1
STARLINK-6210,STARLINK,0,5,5,0.0,70.57,70.57,0,5,5,1
STARLINK-4359,STARLINK,0,5,5,0.0,70.56,70.56,0,5,5,1
STARLINK-2096,STARLINK,0,5,5,0.0,70.49,70.49,0,5,5,1
STARLINK-2029,STARLINK,0,5,5,0.0,70.18,70.18,0,5,5,1
STARLINK-3868,STARLINK,0,5,5,0.0,70.1,70.1,0,5,5,1
STARLINK-33700,STARLINK,0,5,5,0.0,70.07,70.07,0,5,5,1
STARLINK-5524,STARLINK,0,5,5,0.0,69.97,69.97,0,5,5,1
STARLINK-31978,STARLINK,0,5,5,0.0,69.74,69.74,0,5,5,1
STARLINK-30132,STARLINK,0,5,5,0.0,69.73,69.73,0,5,5,1
STARLINK-35164,STARLINK,0,5,5,0.0,69.64,69.64,0,5,5,1
STARLINK-2740,STARLINK,0,5,5,0.0,69.6,69.6,0,5,5,1
STARLINK-31491,STARLINK,0,5,5,0.0,69.59,69.59,0,5,5,1
STARLINK-5059,STARLINK,0,5,5,0.0,69.25,69.25,0,5,5,1
STARLINK-3687,STARLINK,0,5,5,0.0,69.17,69.17,0,5,5,1
STARLINK-34535,STARLINK,0,5,5,0.0,69.15,69.15,0,5,5,1
STARLINK-4508,STARLINK,0,5,5,0.0,68.98,68.98,0,5,5,1
STARLINK-34723,STARLINK,0,5,5,0.0,68.93,68.93,0,5,5,1
STARLINK-34265,STARLINK,0,5,5,0.0,68.88,68.88,0,5,5,1
STARLINK-3765,STARLINK,0,5,5,0.0,68.86,68.86,0,5,5,1
STARLINK-35946,STARLINK,0,5,5,0.0,68.84,68.84,0,5,5,1
STARLINK-34575,STARLINK,0,5,5,0.0,68.83,68.83,0,5,5,1
STARLINK-5530,STARLINK,0,5,5,0.0,68.83,68.83,0,5,5,1
STARLINK-33917,STARLINK,0,5,5,0.0,68.81,68.81,0,5,5,1
STARLINK-33713,STARLINK,0,5,5,0.0,68.72,68.72,0,5,5,1
STARLINK-34811,STARLINK,0,5,5,0.0,68.69,68.69,0,5,5,1
STARLINK-3988,STARLINK,0,5,5,0.0,68.67,68.67,0,5,5,1
STARLINK-4773,STARLINK,0,5,5,0.0,68.67,68.67,0,5,5,1
STARLINK-34501,STARLINK,0,5,5,0.0,68.61,68.61,0,5,5,1
STARLINK-31941,STARLINK,0,5,5,0.0,68.58,68.58,0,5,5,1
STARLINK-5848,STARLINK,0,5,5,0.0,68.56,68.56,0,5,5,1
STARLINK-34197,STARLINK,0,5,5,0.0,68.53,68.53,0,5,5,1
STARLINK-5842,STARLINK,0,5,5,0.0,68.28,68.28,0,5,5,1
STARLINK-34967,STARLINK,0,5,5,0.0,68.23,68.23,0,5,5,1
STARLINK-36037,STARLINK,0,5,5,0.0,68.18,68.18,0,5,5,1
STARLINK-35184,STARLINK,0,5,5,0.0,67.98,67.98,0,5,5,1
STARLINK-33998,STARLINK,0,5,5,0.0,67.87,67.87,0,5,5,1
STARLINK-34970,STARLINK,0,5,5,0.0,67.74,67.74,0,5,5,1
STARLINK-30437,STARLINK,0,5,5,0.0,67.52,67.52,0,5,5,1
STARLINK-5336,STARLINK,0,5,5,0.0,67.38,67.38,0,5,5,1
STARLINK-3915,STARLINK,0,5,5,0.0,67.37,67.37,0,5,5,1
STARLINK-32439,STARLINK,0,5,5,0.0,67.34,67.34,0,5,5,1
STARLINK-30160,STARLINK,0,5,5,0.0,67.32,67.32,0,5,5,1
STARLINK-32412,STARLINK,0,5,5,0.0,67.31,67.31,0,5,5,1
STARLINK-4810,STARLINK,0,5,5,0.0,67.27,67.27,0,5,5,1
STARLINK-2542,STARLINK,0,5,5,0.0,67.17,67.17,0,5,5,1
STARLINK-36192,STARLINK,0,5,5,0.0,67.15,67.15,0,5,5,1
STARLINK-34429,STARLINK,0,5,5,0.0,66.76,66.76,0,5,5,1
STARLINK-35277,STARLINK,0,5,5,0.0,66.74,66.74,0,5,5,1
STARLINK-34164,STARLINK,0,5,5,0.0,66.64,66.64,0,5,5,1
